Species name,Domain,Phylum,Taxonomic source,Is Deep-sea,Deep-sea source,Is marine sequence
Metridia asymmetrica,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Metridia curticauda,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Metridia longa,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Metridia okhotensis,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Metridia pacifica,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Metschnikowia bicuspidata,Eukaryota,Ascomycota,WoRMS,0.0,,1
Metschnikowia zobellii,Eukaryota,Ascomycota,NCBI,0.0,0,1
Microbulbifer agarilyticus,Bacteria,Proteobacteria,WoRMS,1.0,WoRDSS,1
Microbulbifer elongatus,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Microbulbifer thermotolerans,Bacteria,Proteobacteria,WoRMS,1.0,WoRDSS,1
Micromonas commoda,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Micromonas pusilla,Eukaryota,Chlorophyta,WoRMS,0.0,0,1
Micromonas pusilla ccmp1545,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Micromonas rcc299 3,Eukaryota,Chlorophyta,WoRMS,0.0,0,1
Microscilla,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Microscilla marina,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Microscilla marina atcc 23134,Bacteria,Bacteroidota,NCBI,0.0,,1
Microscilla sp. pre1,Bacteria,Bacteroidota,NCBI,0.0,,1
Mitrocoma cellularia,Eukaryota,Cnidaria,WoRMS,1.0,WoRDSS,1
Mizuhopecten yessoensis,Eukaryota,Mollusca,WoRMS,0.0,0,1
Moneuplotes crassus,Eukaryota,Ciliophora,WoRMS,0.0,0,1
Monosiga brevicollis,Eukaryota,Choanozoa,WoRMS,0.0,0,1
Montastraea cavernosa,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Montipora,Eukaryota,Cnidaria,NCBI,0.0,0,1
Montipora efflorescens,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Montipora monasteriata,Eukaryota,Cnidaria,WoRMS,0.0,,1
Montipora sp. 20,Eukaryota,Cnidaria,NCBI,0.0,,1
Moritella abyssi,Bacteria,Proteobacteria,WoRMS,1.0,2018,1
Moritella japonica,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Moritella marina,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Moritella marina atcc 15381,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1128/JB.01382-12,1
Moritella profunda,Bacteria,Proteobacteria,WoRMS,1.0,2018,1
Moritella sp,Bacteria,Pseudomonadota,NCBI,0.0,,1
Moritella sp.,Bacteria,Pseudomonadota,NCBI,0.0,,1
Moritella sp. pe36,Bacteria,Proteobacteria,NCBI,1.0,2018,1
Moritella viscosa,Bacteria,Proteobacteria,NCBI,0.0,0,1
Morone saxatilis,Eukaryota,Chordata,WoRMS,0.0,0,1
Mucochytrium quahogii,Eukaryota,Gyrista,NCBI,0.0,,1
Mugil cephalus,Eukaryota,Chordata,WoRMS,0.0,0,1
Muraenesox cinereus,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Mustelus antarcticus,Eukaryota,Chordata,WoRMS,0.0,0,1
Mustelus canis,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Mytilus californianus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Mytilus chilensis,Eukaryota,Mollusca,WoRMS,0.0,0,1
Mytilus edulis,Eukaryota,Mollusca,WoRMS,0.0,0,1
Mytilus galloprovincialis,Eukaryota,Mollusca,WoRMS,0.0,0,1
Mytilus trossulus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Nannochloropsis gaditana,Eukaryota,Gyrista,Wikipedia,0.0,0,1
Nannochloropsis gaditana ccmp526,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Nannochloropsis granulata,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Nannochloropsis oceanica,Eukaryota,Gyrista,Wikipedia,0.0,0,1
Nannochloropsis oceanica strain imet1,Eukaryota,Gyrista,Wikipedia,0.0,,1
Nannochloropsis oculata,Eukaryota,Gyrista,Wikipedia,0.0,0,1
Nannochloropsis salina ccmp1776,Eukaryota,Gyrista,Wikipedia,0.0,,1
Nannochloropsis sp,Eukaryota,Gyrista,Wikipedia,0.0,,1
Nannochloropsis sp. ccmp1779,Eukaryota,Gyrista,Wikipedia,,,1
Nematostella vectensis,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Neobenedenia girellae,Eukaryota,Platyhelminthes,WoRMS,0.0,0,1
Neoporphyra perforata,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Neopyropia yezoensis,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Neptuniibacter caesariensis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Neptuniibacter sp. phe_28,Bacteria,Pseudomonadota,NCBI,0.0,,1
Nitratifractor salsuginis,Bacteria,Proteobacteria,WoRMS,1.0,WoRDSS,1
Nitratireductor aestuarii,Bacteria,Pseudomonadota,NCBI,0.0,,1
Nitratireductor aquibiodomus,Bacteria,Proteobacteria,WoRMS,0.0,,1
Nitratireductor indicus,Bacteria,Proteobacteria,WoRMS,1.0,2018,1
Nitratireductor indicus c115,Bacteria,Pseudomonadota,NCBI,1.0,https://gold.jgi.doe.gov/organism?id=Go0025194,1
Nitratireductor sp,Bacteria,Pseudomonadota,NCBI,0.0,,1
Nitratireductor sp. stc3,Bacteria,Pseudomonadota,NCBI,0.0,,1
Nitratiruptor sp.,Bacteria,Campylobacterota,Wikipedia,1.0,https://doi.org/10.1099/ijs.0.63480-0,1
Nitratiruptor sp. sb155-2,Bacteria,Campylobacterota,Wikipedia,1.0,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640753037,1
Nitratiruptor tergarcus,Bacteria,Proteobacteria,WoRMS,1.0,WoRDSS,1
Nitrococcus mobilis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Nitrococcus mobilis nb-231,Bacteria,Proteobacteria,NCBI,0.0,0,1
Nitrosococcus halophilus,Bacteria,Pseudomonadota,NCBI,0.0,,1
Nitrosococcus oceani,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Nitrosococcus oceani atcc 19707,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Nitrosococcus oceani c-27,Bacteria,Pseudomonadota,NCBI,0.0,,1
Nitrosococcus watsonii,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Nitrosopumilus maritimus,Archaea,Thaumarchaeota,WoRMS,0.0,0,1
Nitrosopumilus sp,Archaea,Nitrososphaerota,Wikipedia,0.0,,1
Noctiluca scintillans,Eukaryota,Dinoflagellata,Wikipedia,0.0,,1
Nodularia sp. nies-3585,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Nodularia sp. su-a,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Nodularia spumigena,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Nodularia spumigena ccy9414,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Nodularia spumigena cena596,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Nodularia spumigena nsor10,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Nonlabens arenilitoris,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Nonlabens dokdonensis,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Nonlabens ulvanivorans,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Nonlabens xylanidelens,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Novosphingobium aromaticivorans,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Novosphingobium aromaticivorans dsm 12444,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Obelia longissima,Eukaryota,Cnidaria,WoRMS,1.0,WoRDSS,1
Oceanicaulis alexandrii,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Oceanicaulis sp,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Oceanicaulis sp. htcc2633,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Oceanicola granulosus,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Oceanicola granulosus htcc2516,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Oceanithermus profundus,Bacteria,Deinococcus-Thermus,WoRMS,0.0,0,1
Oceanobacillus iheyensis,Bacteria,Firmicutes,WoRMS,1.0,2018,1
Oceanobacillus iheyensis hte831,Bacteria,Bacillota,Wikipedia,1.0,2018,1
Oceanobacillus indicireducens,Bacteria,Bacillota,Wikipedia,0.0,,1
Oceanobacillus oncorhynchi,Bacteria,Bacillota,Wikipedia,0.0,,1
Oceanobacillus oncorhynchi subsp. incaldanensis,Bacteria,Bacillota,Wikipedia,0.0,,1
Oceanobacillus piezotolerans,Bacteria,Bacillota,Wikipedia,1.0,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2840774770,1
Oceanobacter,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Oceanobacter sp,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Oceanospirillum,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Oceanospirillum multiglobuliferum,Bacteria,Proteobacteria,WoRMS,0.0,,1
Oceanotoga teriensis,Bacteria,Thermotogae,NCBI,0.0,0,1
Octadecabacter antarcticus,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Octadecabacter antarcticus 307,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Octadecabacter arcticus 238,Bacteria,Pseudomonadota,NCBI,0.0,,1
Octopus vulgaris,Eukaryota,Mollusca,WoRMS,1.0,WoRDSS,1
Odobenus,Eukaryota,Chordata,NCBI,0.0,0,1
Odobenus rosmarus divergens,Eukaryota,Chordata,Wikipedia,0.0,,1
Odontosyllis sp. ym-2017,Eukaryota,Annelida,NCBI,0.0,,1
Odontosyllis undecimdonta,Eukaryota,Annelida,WoRMS,0.0,0,1
Oikopleura dioica,Eukaryota,Chordata,WoRMS,0.0,0,1
Olleya aquimaris,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Oltmannsiellopsis viridis,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Oncorhynchus gorbuscha,Eukaryota,Chordata,WoRMS,0.0,0,1
Oncorhynchus keta,Eukaryota,Chordata,WoRMS,0.0,0,1
Oncorhynchus kisutch,Eukaryota,Chordata,WoRMS,0.0,0,1
Oncorhynchus masou,Eukaryota,Chordata,WoRMS,0.0,0,1
Oncorhynchus mykiss,Eukaryota,Chordata,WoRMS,0.0,0,1
Oncorhynchus nerka,Eukaryota,Chordata,WoRMS,0.0,0,1
Oncorhynchus sp.,Eukaryota,Chordata,NCBI,0.0,0,1
Oncorhynchus tshawytscha,Eukaryota,Chordata,WoRMS,0.0,0,1
Oplegnathus fasciatus,Eukaryota,Chordata,WoRMS,0.0,0,1
Oplophorus gracilirostris,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Opsanus beta,Eukaryota,Chordata,WoRMS,0.0,0,1
Orbicella faveolata,Eukaryota,Cnidaria,WoRMS,0.0,,1
Orcinus orca,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Orectolobus maculatus,Eukaryota,Chordata,WoRMS,0.0,0,1
Ostrea edulis,Eukaryota,Mollusca,WoRMS,0.0,0,1
Ostreococcus lucimarinus,Eukaryota,Chlorophyta,NCBI,0.0,,1
Ostreococcus lucimarinus cce9901,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Ostreococcus mediterraneus,Eukaryota,Chlorophyta,NCBI,,,1
Ostreococcus sp. 'lucimarinus',Eukaryota,Chlorophyta,NCBI,0.0,0,1
Ostreococcus sp. 'lucimarinus'organisms,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Ostreococcus sp. rcc809,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Ostreococcus tauri,Eukaryota,Chlorophyta,WoRMS,0.0,0,1
Ostreococcus tauriorganisms,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Owenweeksia hongkongensis,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Pagrus major,Eukaryota,Chordata,WoRMS,0.0,0,1
Palaeococcus ferrophilus,Archaea,Euryarchaeota,WoRMS,1.0,2018,1
Palmaria palmata,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Pandalus borealis,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Panulirus argus,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Paracentrotus lividus,Eukaryota,Echinodermata,WoRMS,0.0,0,1
Paracoccus haeundaensis,Bacteria,Proteobacteria,WoRMS,0.0,,1
Paracoccus zeaxanthinifaciens,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Paradendryphiella salina,Eukaryota,Ascomycota,WoRMS,0.0,0,1
Paragoniastrea australensis,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Paralichthys dentatus,Eukaryota,Chordata,WoRMS,0.0,0,1
Paralichthys olivaceus,Eukaryota,Chordata,WoRMS,0.0,0,1
Paralithodes camtschaticus,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Parophrys vetulus,Eukaryota,Chordata,WoRMS,0.0,0,1
Parvibaculum lavamentivorans,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Parvibaculum lavamentivorans ds-1,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Parvularcula bermudensis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Patella caerulea,Eukaryota,Mollusca,WoRMS,0.0,,1
Patella vulgata,Eukaryota,Mollusca,WoRMS,0.0,0,1
Patiria pectinifera,Eukaryota,Echinodermata,WoRMS,0.0,0,1
Patiriisocius marinus,Bacteria,Bacteroidota,NCBI,0.0,,1
Pavlova pinguis,Eukaryota,Haptophyta,NCBI,0.0,,1
Pavlova sp. ccmp459,Eukaryota,Haptophyta,NCBI,0.0,,1
Pavlova sp. wo2007096387,Eukaryota,Haptophyta,NCBI,0.0,0,1
Pavona decussata,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Pectinaria gouldii,Eukaryota,Annelida,WoRMS,0.0,0,1
Pediastrum duplex,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Penaeid shrimp infectious myonecrosis virus,Viruses,Duplornaviricota,NCBI,0.0,0,1
Penaeus chinensis,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Penaeus japonicus,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Penaeus monodon,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Penaeus stylirostris,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Penaeus vannamei,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Peridinium sp.,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Perkinsus chesapeaki,Eukaryota,Myzozoa,WoRMS,0.0,,1
Perkinsus marinus,Eukaryota,Perkinsozoa,NCBI,0.0,0,1
Perkinsus marinus atcc 50983,Eukaryota,Perkinsozoa,NCBI,0.0,0,1
Perna viridis,Eukaryota,Mollusca,WoRMS,0.0,0,1
Persephonella marina,Bacteria,Aquificae,WoRMS,1.0,WoRDSS,1
Petromyzon marinus,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Petrotoga mexicana dsm 14811,Bacteria,Thermotogota,NCBI,0.0,,1
Petrotoga mobilis,Bacteria,Thermotogae,WoRMS,0.0,0,1
Petrotoga mobilis sj95,Bacteria,Thermotogota,Wikipedia,0.0,0,1
Phaeocystis cordata,Eukaryota,Haptophyta,NCBI,0.0,,1
Phaeodactylum tricornutum,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Phaeodactylum tricornutum ccap 1055/1,Eukaryota,Bacillariophyta,NCBI,0.0,0,1
Phallusia mammillata,Eukaryota,Chordata,WoRMS,0.0,0,1
Phialidium,Eukaryota,Cnidaria,NCBI,0.0,0,1
Phoca largha,Eukaryota,Chordata,WoRMS,0.0,,1
Pholas dactylus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Photobacterium angustum,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Photobacterium aphoticum,Bacteria,Pseudomonadota,NCBI,0.0,,1
Photobacterium aquimaris,Bacteria,Proteobacteria,WoRMS,0.0,,1
Photobacterium chitinilyticum,Bacteria,Pseudomonadota,NCBI,0.0,,1
Photobacterium damselae,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Photobacterium damselae subsp. damselae,Bacteria,Pseudomonadota,NCBI,0.0,,1
Photobacterium damselae subsp. piscicida,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Photobacterium frigidiphilum,Bacteria,Proteobacteria,WoRMS,0.0,,1
Photobacterium galatheae,Bacteria,Pseudomonadota,NCBI,0.0,,1
Photobacterium ganghwense,Bacteria,Proteobacteria,WoRMS,0.0,,1
Photobacterium indicum,Bacteria,Proteobacteria,WoRMS,0.0,,1
Photobacterium kishitanii,Bacteria,Proteobacteria,WoRMS,0.0,,1
Photobacterium leiognathi,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Photobacterium leiognathi subsp. mandapamensis,Bacteria,Pseudomonadota,NCBI,0.0,,1
Photobacterium lipolyticum,Bacteria,Proteobacteria,WoRMS,0.0,,1
Photobacterium phosphoreum,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1128/genomeA.00096-14,1
Photobacterium piscicola,Bacteria,Pseudomonadota,NCBI,0.0,,1
Photobacterium profundum,Bacteria,Proteobacteria,WoRMS,1.0,WoRDSS,1
Photobacterium profundum 3tck,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Photobacterium profundum ss9,Bacteria,Pseudomonadota,Wikipedia,1.0,2018,1
Photobacterium sanguinicancri,Bacteria,Pseudomonadota,NCBI,0.0,,1
Photobacterium sp.,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Photobacterium sp. gb-1,Bacteria,Pseudomonadota,NCBI,0.0,,1
Photobacterium sp. jt-ish-224,Bacteria,Pseudomonadota,NCBI,0.0,,1
Photobacterium sp. ma1-3,Bacteria,Pseudomonadota,NCBI,0.0,,1
Photobacterium sp. ska34,Bacteria,Pseudomonadota,Wikipedia,1.0,2018,1
Physeter catodon,Eukaryota,Chordata,WoRMS,0.0,0,1
Physeter macrocephalus,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Pinctada fucata,Eukaryota,Mollusca,WoRMS,0.0,0,1
Pinctada imbricata,Eukaryota,Mollusca,WoRMS,0.0,0,1
Pinctada margaritifera,Eukaryota,Mollusca,WoRMS,0.0,0,1
Pirellula sp.,Bacteria,Planctomycetota,Wikipedia,0.0,0,1
Piscirickettsia salmonis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Planococcus antarcticus dsm 14505,Bacteria,Bacillota,NCBI,0.0,,1
Planococcus citreus,Bacteria,Firmicutes,WoRMS,0.0,,1
Planococcus plakortidis,Bacteria,Bacillota,NCBI,0.0,,1
Planomicrobium okeanokoites,Bacteria,Firmicutes,WoRMS,0.0,0,1
Platichthys stellatus,Eukaryota,Chordata,WoRMS,0.0,0,1
Platynereis dumerilii,Eukaryota,Annelida,WoRMS,1.0,WoRDSS,1
Plesiocystis pacifica,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Plesiocystis pacifica sir-1,Bacteria,Myxococcota,Wikipedia,0.0,0,1
Pleuromamma,Eukaryota,Arthropoda,NCBI,0.0,0,1
Pleuromamma abdominalis,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Pleuromamma scutullata,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Pleuromamma xiphias,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Pleuronectes platessa,Eukaryota,Chordata,WoRMS,0.0,0,1
Pleuronichthys coenosus,Eukaryota,Chordata,WoRMS,0.0,0,1
Pocillopora damicornis,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Podocoryna carnea,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Polaribacter atrinae,Bacteria,Bacteroidota,NCBI,0.0,,1
Polaribacter dokdonensis dsw-5,Bacteria,Bacteroidota,NCBI,0.0,,1
Polaribacter haliotis,Bacteria,Bacteroidota,NCBI,0.0,,1
Polaribacter irgensii,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Polaribacter irgensii 23-p,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Polaribacter pacificus,Bacteria,Bacteroidota,NCBI,1.0,https://doi.org/10.1099/ijsem.0.002082,1
Polaribacter sp. ald11,Bacteria,Bacteroidota,NCBI,0.0,,1
Polaribacter sp. bacl8 mag-120531-bin13,Bacteria,Bacteroidota,NCBI,0.0,,1
Polaribacter sp. bm10,Bacteria,Bacteroidota,NCBI,0.0,,1
Polaribacter sp. kt25b,Bacteria,Bacteroidota,NCBI,0.0,,1
Polaribacter sp. med152,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Polaribacter vadi,Bacteria,Bacteroidota,NCBI,0.0,,1
Pollachius virens,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Pontellina plumata,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Porites murrayensis,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Porphyra purpurea,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Porphyra sp.,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Porphyra umbilicalis,Eukaryota,Rhodophyta,NCBI,0.0,,1
Porphyridium purpureum,Eukaryota,Rhodophyta,NCBI,0.0,,1
Porphyridium sp.,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Procambarus clarkii,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Prochlorococcus marinus,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. as9601,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. mit 9211,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. mit 9215,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. mit 9301,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. mit 9303,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. mit 9312,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. mit 9313,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. mit 9515,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. natl1a,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. natl2a,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus str. pac1,Eukaryota,Cyanobacteriota,NCBI,0.0,,1
Prochlorococcus marinus subsp. marinus,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus subsp. marinus str. ccmp1375,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus subsp. pastoris,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus marinus subsp. pastoris str. ccmp1986,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus phage p-ssm4,Viruses,Uroviricota,NCBI,0.0,0,1
Prochlorococcus phage syn1,Viruses,Uroviricota,NCBI,0.0,0,1
Prochlorococcus sp.,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prochlorococcus sp. med-g73,Eukaryota,Cyanobacteriota,NCBI,0.0,,1
Prochlorococcus sp. mit 0701,Eukaryota,Cyanobacteriota,NCBI,0.0,,1
Prochlorococcus sp. mit 0801,Eukaryota,Cyanobacteriota,NCBI,0.0,,1
Prochlorococcus sp. mit 1303,Eukaryota,Cyanobacteriota,NCBI,0.0,,1
Prochlorococcus sp. mit 1306,Eukaryota,Cyanobacteriota,NCBI,0.0,,1
Prochlorococcus sp. p1361,Eukaryota,Cyanobacteriota,NCBI,0.0,,1
Prochloron didemni,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Prorocentrum micans,Eukaryota,Myzozoa,WoRMS,0.0,,1
Prorocentrum minimum,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Prosthecochloris aestuarii dsm 271,Bacteria,Chlorobi,NCBI,0.0,0,1
Prosthecochloris sp,Bacteria,Chlorobiota,NCBI,0.0,,1
Prosthecochloris sp. zm,Bacteria,Chlorobiota,NCBI,0.0,,1
Prosthecochloris vibrioformis,Bacteria,Chlorobi,WoRMS,0.0,0,1
Psammechinus miliaris,Eukaryota,Echinodermata,WoRMS,0.0,0,1
Pseudanabaena biceps pcc 7429,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Pseudanabaena frigida,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Pseudanabaena galeata,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Pseudanabaena sp.,Bacteria,Cyanobacteria,NCBI,0.0,0,1
Pseudanabaena sp. abrg5-3,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Pseudanabaena sp. pcc 7367,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Pseudanabaena sp. sr411,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Pseudoalteromonas agarivorans dsm 14585,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas agarivorans s816,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas arctica,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas arctica a 37-1-2,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas atlantica,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Pseudoalteromonas atlantica t6c,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Pseudoalteromonas caenipelagi,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas carrageenovora,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Pseudoalteromonas citrea,Bacteria,Proteobacteria,WoRMS,0.0,,1
Pseudoalteromonas denitrificans dsm 6059,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas distincta,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas flavipulchra,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Pseudoalteromonas haloplanktis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Pseudoalteromonas lipolytica,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas luteoviolacea,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Pseudoalteromonas maricaloris,Bacteria,Proteobacteria,WoRMS,0.0,,1
Pseudoalteromonas marina,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Pseudoalteromonas marina dsm 17587,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas neustonica,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas nigrifaciens,Bacteria,Proteobacteria,WoRMS,0.0,,1
Pseudoalteromonas phenolica,Bacteria,Proteobacteria,WoRMS,0.0,,1
Pseudoalteromonas piscicida,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Pseudoalteromonas sp.,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1038/ismej.2010.103,1
Pseudoalteromonas sp. 78c3,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas sp. ag52,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Pseudoalteromonas sp. c,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
